code,category,date,time_start,time_end,location,lat,lng
234,自行車竊盜,2015-08-17,20,22,臺北市士林區天玉里中山北路7段51巷1~30號,25.1203521,121.5306092
235,自行車竊盜,2015-08-19,14,16,臺北市大安區信義路與敦化路(口),25.0332,121.54821
236,自行車竊盜,2015-08-20,02,04,臺北市中正區黎明里館前路1~30號,25.0464714,121.5150033
237,自行車竊盜,2015-08-21,08,10,臺北市大同區光能里赤峰街41巷1~30號,25.0549082,121.5199782
238,自行車竊盜,2015-08-21,08,10,臺北市大同區光能里赤峰街41巷1~30號,25.0549082,121.5199782
239,自行車竊盜,2015-08-21,14,16,臺北市大安區義安里信義路4段181~210號,25.0334507,121.5508313
240,自行車竊盜,2015-08-23,10,12,臺北市中正區黎明里忠孝西路1段31~60號,25.0460292,121.5189853
241,自行車竊盜,2015-08-24,00,02,臺北市信義區興雅里忠孝東路5段(市府捷運站YOUBIKE自行車停放區),25.0414507,121.5662641
242,自行車竊盜,2015-08-26,18,20,臺北市大安區芳和里5鄰和平東路3段151~180號,25.024284,121.547989
243,自行車竊盜,2015-08-28,18,20,臺北市內湖區康樂街76巷1~30號,25.0699368,121.6187628
244,自行車竊盜,2015-08-30,08,10,臺北市士林區福德里中正路435巷1~30號,25.0933413,121.5204245
245,自行車竊盜,2015-08-30,16,18,臺北市大安區住安里復興南路2段1~30號,25.0279362,121.5437345
246,自行車竊盜,2015-08-30,18,20,臺北市北投區石牌里明德路91~120號,25.1090387,121.5188432
247,自行車竊盜,2015-08-31,10,12,臺北市南港區合成里忠孝東路6段403巷(口),25.0509233,121.5932929
248,自行車竊盜,2015-09-01,16,18,臺北市士林區承德里基河路1~30號,25.0822335,121.5240616
249,自行車竊盜,2015-09-02,00,02,臺北市大安區古風里雲和街61~90號,25.0236169,121.5297
250,自行車竊盜,2015-09-03,06,08,臺北市信義區新仁里忠孝東路4段(光復南路口國館4號,25.0413783,121.5575216
251,自行車竊盜,2015-09-04,14,16,臺北市文山區興泰里辛亥路4段(辛亥捷運站自行車停車格),25.0055191,121.5570925
252,自行車竊盜,2015-09-06,20,22,臺北市大同區玉泉里捷運北門站2號,25.049285,121.510278
253,自行車竊盜,2015-09-07,16,18,臺北市北投區光明路1~30號,25.1325138,121.4993589
254,自行車竊盜,2015-09-07,18,20,臺北市大安區學府里辛亥路與羅斯福路口,25.0195877,121.5294762
255,自行車竊盜,2015-09-08,06,08,臺北市士林區舊佳里中正路211~240號,25.0953383,121.5265879
256,自行車竊盜,2015-09-09,16,18,臺北市北投區石牌里西安街1段(明德捷運站旁人行道),25.1098383,121.5187479
257,自行車竊盜,2015-09-10,06,08,臺北市士林區義信里中山北路5段61~90號,25.0836168,121.5255946
