code,category,date,time_start,time_end,location,lat,lng
187,汽車竊盜,2016-09-21,14,16,台北市萬華區環河南路1段61~90號,25.0452812,121.5023915
188,汽車竊盜,2016-09-29,02,04,台北市萬華區康定路61~90號,25.0409855,121.5023018
189,汽車竊盜,2016-09-29,08,10,台北市內湖區成功路2段406巷,25.0708424,121.5895181
190,汽車竊盜,2016-10-02,14,16,台北市松山區民族東路751~780號,25.0624799,121.549578
191,汽車竊盜,2016-10-04,18,20,台北市文山區木新里034鄰木新路2段161巷1~30號,24.983712,121.569032
192,汽車竊盜,2016-10-10,00,02,台北市北投區豐年里中央北路2段257巷,25.1318594,121.4890153
193,汽車竊盜,2016-10-20,20,22,台北市士林區葫東里通河西街1段61~90號,25.0873808,121.5118904
194,汽車竊盜,2016-10-24,12,14,台北市大安區黎元里臥龍街181~210號,25.0181169,121.5516169
195,汽車竊盜,2016-10-27,04,06,台北市萬華區萬大路391~420號,25.0222778,121.4994389
196,汽車竊盜,2016-11-01,14,16,台北市松山區撫遠街一帶,25.064755,121.567139
197,汽車竊盜,2016-11-06,14,16,台北市南港區中研里研究院路2段150巷(口),25.04807,121.614662
198,汽車竊盜,2016-11-07,10,12,台北市北投區豐年里大業路527巷(第13號,25.1345465,121.4838069
199,汽車竊盜,2016-11-08,18,20,台北市北投區清江里三合街2段(與大業路口),25.128632,121.498466
200,汽車竊盜,2016-11-15,04,06,台北市士林區葫東里重慶北路4段181~210號,25.083958,121.511544
201,汽車竊盜,2016-11-16,06,08,台北市內湖區安康路28之1~30號,25.0623989,121.5938645
202,汽車竊盜,2016-12-08,10,12,台北市北投區關渡里知行路316巷61~90號,25.1225168,121.468728
203,汽車竊盜,2016-12-09,22,24,台北市北投區豐年里大業路527巷(內),25.1345465,121.4838069
204,汽車竊盜,2016-12-16,22,24,台北市中山區林森北路451~480號,25.0605222,121.5261369
205,汽車竊盜,2016-12-18,06,08,台北市北投區關渡里知行路151~180號,25.1185185,121.4652819
206,汽車竊盜,2016-12-18,08,10,台北市北投區豐年里大業路527巷(第27號,25.1345465,121.4838069
207,汽車竊盜,2016-12-20,08,10,台北市萬華區糖?里大理街151~180號,25.0342735,121.4967753
208,汽車竊盜,2016-12-22,22,24,台北市大安區黎和里和平東路3段636巷,25.0100664,121.5635203
209,汽車竊盜,2016-12-24,22,24,台北市萬華區大理街175巷,25.034405,121.4952567
210,汽車竊盜,2016-12-26,06,08,台北市北投區泉源里珠海路121~150號,25.1423283,121.5062733
211,汽車竊盜,2016-12-26,08,10,台北市大同區保安里延平北路4段接五段停車格,25.078792,121.509777
212,汽車竊盜,2017-01-06,08,10,台北市北投區溫泉里溫泉路121~150號,25.1367187,121.5122844
213,汽車竊盜,2017-01-12,20,22,台北市北投區林泉里溫泉路121~150號,25.1367187,121.5122844
214,汽車竊盜,2017-01-22,00,02,台北市中山區中山北路1段53巷1~30號,25.04906,121.522147
215,汽車竊盜,2017-01-22,12,14,台北市北投區榮華里東華街1段22巷2弄1~30號,25.1079597,121.5206183
216,汽車竊盜,2017-01-25,04,06,台北市北投區中央里大業路280巷31~60號,25.1276879,121.499759
217,汽車竊盜,2017-01-26,12,14,台北市萬華區桂林路,25.0384029,121.5015758
218,汽車竊盜,2017-02-02,00,02,台北市萬華區內江街,25.0416012,121.5035352
219,汽車竊盜,2017-02-09,16,18,台北市松山區長春路451~480號,25.054608,121.5475168
220,汽車竊盜,2017-02-18,04,06,台北市大同區承德路(承德橋堤外停車場),25.0777125,121.5188136
221,汽車竊盜,2017-02-23,20,22,台北市中山區民生東路1段23巷,25.0585742,121.5246679
222,汽車竊盜,2017-02-24,10,12,台北市萬華區和平西路3段382巷,25.0349237,121.4914912
223,汽車竊盜,2017-02-28,00,02,台北市北投區關渡里知行路181~210號,25.1191212,121.4659683
224,汽車竊盜,2017-03-06,06,08,台北市萬華區貴陽街,25.0399433,121.502767
225,汽車竊盜,2017-03-06,18,20,台北市萬華區萬大路387巷29弄31~60號,25.0221133,121.5001482
226,汽車竊盜,2017-03-12,02,04,台北市松山區敦化北路331~360號,25.059274,121.550263
227,汽車竊盜,2017-03-14,02,04,台北市北投區大同里中央北路(與育仁路口),25.1348419,121.4997406
228,汽車竊盜,2017-03-15,14,16,台北市中山區濱江街331~360號,25.0725412,121.5476151
229,汽車竊盜,2017-03-17,10,12,台北市萬華區環河南路1段,25.0449222,121.5016383
230,汽車竊盜,2017-03-17,18,20,台北市北投區豐年里中央北路2段257巷(內),25.136414,121.496148
231,汽車竊盜,2017-03-22,16,18,台北市北投區大同里北投路1段91巷1~30號,25.130273,121.499443
232,汽車竊盜,2017-03-29,02,04,台北市士林區福林里福林路254巷(第11號,25.0516041,121.4891613
233,汽車竊盜,2017-04-03,10,12,台北市大安區龍坡里辛亥路1段121~150號,25.022629,121.531948
234,汽車竊盜,2017-04-11,14,16,台北市北投區豐年里大業路421~450號,25.1314642,121.4961263
235,汽車竊盜,2017-04-12,00,02,台北市大同區保安里高速公路橋下26號,25.0777129,121.5127308
236,汽車竊盜,2017-04-12,10,12,台北市文山區景慶里景福街(底278公車總站旁),24.995687,121.536277
237,汽車竊盜,2017-04-16,08,10,台北市中山區大佳河濱公園490號,25.07469,121.5411006
238,汽車竊盜,2017-04-18,10,12,台北市北投區桃源里中央北路3段276巷1~30號,25.1356471,121.479075
239,汽車竊盜,2017-05-03,16,18,台北市大同區永樂里長安西路(塔城街),25.0520235,121.5104337
240,汽車竊盜,2017-05-05,08,10,台北市萬華區東園街121~150號,25.0251026,121.4969992
241,汽車竊盜,2017-05-06,08,10,台北市北投區泉源里登山路31~60號,25.145886,121.512731
