code,category,date,time_start,time_end,location
163,住宅竊盜,2015-03-16,08,10,臺北市中正區螢雪里水源路151~180號
164,住宅竊盜,2015-03-17,00,02,臺北市北投區榮華里17鄰明德路118巷1~30號
165,住宅竊盜,2015-03-17,12,14,臺北市南港區萬福里同德路50巷1~30號
166,住宅竊盜,2015-03-19,12,14,臺北市文山區萬和里溪洲街61~90號
167,住宅竊盜,2015-03-19,22,24,臺北市北投區永和里同德街44巷1~30號
168,住宅竊盜,2015-03-20,12,14,臺北市萬華區糖?里大理街160巷26弄1~30號
169,住宅竊盜,2015-03-20,18,20,臺北市松山區南京東路5段23巷7弄1~30號
170,住宅竊盜,2015-03-20,18,20,臺北市萬華區漢口街2段61~90號
171,住宅竊盜,2015-03-24,06,08,臺北市北投區永明里石牌路2段97巷1~30號
172,住宅竊盜,2015-03-24,08,10,臺北市松山區民權東路3段153巷3弄1~30號
173,住宅竊盜,2015-03-24,10,12,臺北市萬華區東園街85巷4弄1~30號
174,住宅竊盜,2015-03-25,12,14,臺北市中正區文祥里金山南路1段79巷1~30號
175,住宅竊盜,2015-03-25,14,16,臺北市大安區龍門里10鄰和平東路2段18巷13弄1~30號
176,住宅竊盜,2015-03-25,22,24,臺北市中山區合江街61~90號
177,住宅竊盜,2015-03-26,16,18,臺北市文山區興福里1鄰興隆路1段260巷1~30號
178,住宅竊盜,2015-03-27,18,20,臺北市文山區萬隆里羅斯福路5段241~270號
179,住宅竊盜,2015-03-27,18,20,臺北市信義區黎平里和平東路3段207巷6弄1~30號
180,住宅竊盜,2015-03-28,10,12,臺北市中山區民權東路3段1~30號
181,住宅竊盜,2015-03-29,08,10,臺北市松山區南京東路5段31~60號
182,住宅竊盜,2015-03-30,08,10,臺北市中山區松江路332﹑334號
183,住宅竊盜,2015-03-30,10,12,臺北市士林區平等里平菁街105巷1~30號
184,住宅竊盜,2015-03-30,12,14,臺北市文山區萬利街2巷1~30號
185,住宅竊盜,2015-03-31,08,10,臺北市內湖區金瑞里金龍路1~30號
186,住宅竊盜,2015-03-31,22,24,臺北市萬華區萬大路493巷28弄1~30號
187,住宅竊盜,2015-04-01,00,02,臺北市中山區長春路241~270號
188,住宅竊盜,2015-04-01,12,14,臺北市士林區新安里新安路241~270號
189,住宅竊盜,2015-04-01,12,14,臺北市士林區天壽里5鄰天母西路22巷1~30號
190,住宅竊盜,2015-04-04,12,14,臺北市文山區木新里指南路1段31~60號
191,住宅竊盜,2015-04-04,20,22,臺北市松山區饒河街61~90號
192,住宅竊盜,2015-04-05,12,14,臺北市文山區指南里指南路3段22巷1~30號
193,住宅竊盜,2015-04-05,20,22,臺北市松山區光復北路31~60號
194,住宅竊盜,2015-04-05,22,24,臺北市內湖區港富里麗山街328巷1~30號
195,住宅竊盜,2015-04-05,22,24,臺北市大同區南芳里延平北路2段241~270號
196,住宅竊盜,2015-04-07,02,04,臺北市萬華區雅江街31~60號
197,住宅竊盜,2015-04-07,10,12,臺北市中山區大直街84巷1~30號
198,住宅竊盜,2015-04-07,10,12,臺北市內湖區紫陽里文德路22巷59弄1~30號
199,住宅竊盜,2015-04-08,12,14,臺北市中正區螢雪里重慶南路3段74巷1~30號
200,住宅竊盜,2015-04-09,10,12,臺北市中山區農安街1~30號
201,住宅竊盜,2015-04-10,06,08,臺北市北投區吉利里23鄰吉利街320巷1弄1~30號
202,住宅竊盜,2015-04-10,16,18,臺北市萬華區忠德里4鄰寶興街91~120號
203,住宅竊盜,2015-04-10,20,22,臺北市松山區民生東路5段181~210號
204,住宅竊盜,2015-04-11,10,12,臺北市內湖區內湖路1段359巷1~30號
205,住宅竊盜,2015-04-13,10,12,臺北市北投區智仁里杏林二路28巷1~30號
206,住宅竊盜,2015-04-13,12,14,臺北市萬華區貴陽街2段151~180號
207,住宅竊盜,2015-04-13,16,18,臺北市大同區永樂里甘谷街1~30號
208,住宅竊盜,2015-04-15,00,02,臺北市萬華區富民里4鄰貴陽街2段151~180號
209,住宅竊盜,2015-04-15,08,10,臺北市松山區民生東路4段55巷1~30號
210,住宅竊盜,2015-04-15,16,18,臺北市萬華區西園路2段261巷31~60號
211,住宅竊盜,2015-04-16,06,08,臺北市文山區萬和里1鄰溪州街137巷61~90號
212,住宅竊盜,2015-04-16,06,08,臺北市士林區三玉里忠誠路2段41巷1~30號
213,住宅竊盜,2015-04-16,12,14,臺北市中山區中山北路2段93巷1~30號
214,住宅竊盜,2015-04-16,14,16,臺北市內湖區康樂街61巷12弄1~30號
215,住宅竊盜,2015-04-16,14,16,臺北市北投區永欣里石牌路2段181~210號
216,住宅竊盜,2015-04-16,20,22,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號
217,住宅竊盜,2015-04-17,18,20,臺北市北投區奇岩里奇岩路31~60號
218,住宅竊盜,2015-04-17,18,20,臺北市中山區建國北路3段22巷1~30號
219,住宅竊盜,2015-04-19,14,16,臺北市北投區榮華里榮華一路15巷1~30號
220,住宅竊盜,2015-04-20,12,14,臺北市內湖區五分街61~90號
221,住宅竊盜,2015-04-20,16,18,臺北市內湖區瑞光里瑞光路235巷1~30號
222,住宅竊盜,2015-04-20,22,24,臺北市中山區遼寧街241~270號
223,住宅竊盜,2015-04-21,18,20,臺北市文山區指南里15鄰指南路3段26巷1~30號
224,住宅竊盜,2015-04-22,18,20,臺北市松山區撫遠街181~210號
225,住宅竊盜,2015-04-22,20,22,臺北市萬華區萬大路493巷12弄1~30號
226,住宅竊盜,2015-04-23,04,06,臺北市內湖區康樂街136巷15弄1~30號
227,住宅竊盜,2015-04-23,08,10,臺北市松山區南京東路5段211~240號
228,住宅竊盜,2015-04-23,14,16,臺北市內湖區樂康里康樂街136巷15弄1~30號
229,住宅竊盜,2015-04-23,18,20,臺北市士林區仁勇里16鄰大東路121~150號
230,住宅竊盜,2015-04-23,20,22,臺北市萬華區環河南路2段250巷3弄1~30號
231,住宅竊盜,2015-04-24,10,12,臺北市內湖區樂康里康樂街72巷17弄121~150號
