code,category,date,time_start,time_end,location,lat,lng
214,住宅竊盜,2015-04-16,14,16,臺北市內湖區康樂街61巷12弄1~30號,25.0689423,121.6191636
215,住宅竊盜,2015-04-16,14,16,臺北市北投區永欣里石牌路2段181~210號,25.1186268,121.5182362
216,住宅竊盜,2015-04-16,20,22,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號,25.040309,121.620688
217,住宅竊盜,2015-04-17,18,20,臺北市北投區奇岩里奇岩路31~60號,25.13292,121.507341
218,住宅竊盜,2015-04-17,18,20,臺北市中山區建國北路3段22巷1~30號,25.0639134,121.5357346
219,住宅竊盜,2015-04-19,14,16,臺北市北投區榮華里榮華一路15巷1~30號,25.1115965,121.5239654
220,住宅竊盜,2015-04-20,12,14,臺北市內湖區五分街61~90號,25.0675455,121.6145613
221,住宅竊盜,2015-04-20,16,18,臺北市內湖區瑞光里瑞光路235巷1~30號,25.0746964,121.5784166
222,住宅竊盜,2015-04-20,22,24,臺北市中山區遼寧街241~270號,25.0558458,121.5421413
223,住宅竊盜,2015-04-21,18,20,臺北市文山區指南里15鄰指南路3段26巷1~30號,24.9833681,121.5798332
224,住宅竊盜,2015-04-22,18,20,臺北市松山區撫遠街181~210號,25.0592952,121.5684387
225,住宅竊盜,2015-04-22,20,22,臺北市萬華區萬大路493巷12弄1~30號,25.0197989,121.498316
226,住宅竊盜,2015-04-23,04,06,臺北市內湖區康樂街136巷15弄1~30號,25.0726931,121.6184571
227,住宅竊盜,2015-04-23,08,10,臺北市松山區南京東路5段211~240號,25.05189,121.5578
228,住宅竊盜,2015-04-23,14,16,臺北市內湖區樂康里康樂街136巷15弄1~30號,25.0726931,121.6184571
229,住宅竊盜,2015-04-23,18,20,臺北市士林區仁勇里16鄰大東路121~150號,25.0902739,121.5255242
230,住宅竊盜,2015-04-23,20,22,臺北市萬華區環河南路2段250巷3弄1~30號,25.0331843,121.4913822
231,住宅竊盜,2015-04-24,10,12,臺北市內湖區樂康里康樂街72巷17弄121~150號,25.071428,121.6170615
232,住宅竊盜,2015-04-25,00,02,臺北市大同區揚雅里民族西路151~180號,25.0687262,121.5162011
233,住宅竊盜,2015-04-25,04,06,臺北市文山區興業里23鄰辛亥路5段124巷1~30號,24.997043,121.5510742
234,住宅竊盜,2015-04-26,04,06,臺北市北投區智仁里21鄰中和街525巷10弄1~30號,25.1445071,121.4933887
235,住宅竊盜,2015-04-27,06,08,臺北市中山區大直街62巷5弄1~30號,25.0834191,121.545059
236,住宅竊盜,2015-04-27,08,10,臺北市內湖區湖興里20鄰成功路2段250巷31~60號,25.0660523,121.5894917
237,住宅竊盜,2015-04-27,12,14,臺北市文山區興隆路2段154巷1~30號,25.0010363,121.5517283
238,住宅竊盜,2015-04-27,14,16,臺北市中山區大直街62巷5弄1~30號,25.0834191,121.545059
239,住宅竊盜,2015-04-27,18,20,臺北市萬華區德昌街132巷1~30號,25.0244138,121.4964377
240,住宅竊盜,2015-04-27,22,24,臺北市內湖區港都里港華街85巷1~30號,25.0833704,121.5742802
241,住宅竊盜,2015-04-28,20,22,臺北市萬華區西藏路481~510號,25.0285826,121.4917136
242,住宅竊盜,2015-04-29,12,14,臺北市中山區敬業三路162巷121~150號,25.0794189,121.5594381
243,住宅竊盜,2015-04-29,14,16,臺北市中山區敬業三路162巷31~60號,25.079056,121.557962
244,住宅竊盜,2015-04-30,08,10,臺北市內湖區麗山街328巷1~30號,25.0829643,121.5732389
245,住宅竊盜,2015-04-30,18,20,臺北市內湖區樂康里康樂街136巷18弄31~60號,25.0709813,121.618118
246,住宅竊盜,2015-05-01,00,02,臺北市信義區忠孝東路,25.0411442,121.5663284
247,住宅竊盜,2015-05-01,14,16,臺北市松山區民生東路5段181~210號,25.0593104,121.56566
248,住宅竊盜,2015-05-01,16,18,臺北市中山區吉林路379巷1~30號,25.0653461,121.5307389
249,住宅竊盜,2015-05-03,00,02,臺北市中山區農安街1~30號,25.0650243,121.5233533
250,住宅竊盜,2015-05-03,12,14,臺北市松山區撫遠街391~420號,25.0651222,121.5657775
251,住宅竊盜,2015-05-03,18,20,臺北市松山區寶清街104巷31~60號,25.0537812,121.5673869
252,住宅竊盜,2015-05-04,10,12,臺北市中山區長安東路1段31~60號,25.0487171,121.5271069
253,住宅竊盜,2015-05-04,18,20,臺北市內湖區西湖里內湖路1段323巷1~30號,25.0825771,121.5680763
254,住宅竊盜,2015-05-05,10,12,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號,25.040309,121.620688
255,住宅竊盜,2015-05-05,18,20,臺北市士林區菁山里永公路511~540號,25.1381811,121.5671221
